"Remove","Transaction Id","Organization","Item Code","Item Description","Subinventory Name","Locator Name","Lot Number","Lot Expiry","System OnHand","Unit of Measure","Physical Onhand","Adjustment Item Cost"
"","600287","KDH KCH Dubai Hospital Inventory Organization","MC20729","NASAL CANNULAE W/ CURVED PRONGS & TUBE 2.1M NEONATAL[INTR[1164000[BX/50[","DHHMainWHS Main General Warehouse","0.0.0","KCH32403197","28-02-2027","13","EA","13","7.98000"
"","612320","KDH KCH Dubai Hospital Inventory Organization","MC20735","BVM RESUSCITATOR 1.5L BAG ADULT SIZE 5[INTR[7152000[BX/6[","DHHMainWHS Main General Warehouse","0.0.0","340461","31-03-2029","4","EA","4","95.00000"
"","600284","KDH KCH Dubai Hospital Inventory Organization","MC20736","BVM RESUSCITATOR W/ PRESSURE VALVE 1L BAG SMALL ADULT/PAEDIATRIC SIZE 4 (6'S BOX)[INTR[7153000[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH332631","30-09-2028","4","EA","8","95.00000"
"","602709","KDH KCH Dubai Hospital Inventory Organization","MC20736","BVM RESUSCITATOR W/ PRESSURE VALVE 1L BAG SMALL ADULT/PAEDIATRIC SIZE 4 (6'S BOX)[INTR[7153000[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","332631","30-09-2028","4","EA","0","95.00000"
"","595354","KDH KCH Dubai Hospital Inventory Organization","MC20746","NASAL CANNULAE W/ STRAIGHT PRONGS & TUBE 1.8M ADULT (50'S BOX)[INTR[1161000[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","7231299","01-07-2028","40","EA","40","6.90000"
"","612325","KDH KCH Dubai Hospital Inventory Organization","MC20748","INTERGUIDE TRACHEAL TUBE INTRODUCER BOUGIE 6FR[INTR[8070006[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH304861","01-02-2026","1","EA","1","51.63028"
"","605097","KDH KCH Dubai Hospital Inventory Organization","MC20771","BVM RESUSCITATOR W/ PRESSURE VALVE 280ML BAG INFANT SIZE 1 (5'S BOX)[INTR[7150000[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH324973","29-02-2028","2","EA","2","95.00000"
"","597760","KDH KCH Dubai Hospital Inventory Organization","MC20820","SCOTCHCAST PLUS CASTING TAPE PINK 3 INCH / 7.6CM[3M[82003X[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","10769211","27-03-2027","10","EA","10","26.00000"
"","597769","KDH KCH Dubai Hospital Inventory Organization","MC20872","MEPITEL 10X18 CM[MOLN[291010[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","24460277","28-10-2027","20","EA","20","54.00000"
"","600288","KDH KCH Dubai Hospital Inventory Organization","MC20893","SMALL DRAPE[MOLN[800330[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH21063685","28-01-2026","40","EA","40","1.94750"
"","600290","KDH KCH Dubai Hospital Inventory Organization","MC20938","PASSY MUIR SPEAKING AND SWALLOWING TRACHEOTOMY VALVE VENTILATOR LOW[PASY[PMV 007[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH007-220903I","28-02-2029","4","EA","4","495.00000"
"","609918","KDH KCH Dubai Hospital Inventory Organization","MC20984","ORAL SWAB SPONGE PINK[4MED[[BX/100[","DHHMainWHS Main General Warehouse","0.0.0","241010","09-10-2029","100","EA","100","1.00000"
"","600277","KDH KCH Dubai Hospital Inventory Organization","MC21002","SPECIMEN BAG[4MED[NO REF#[BX/1000[","DHHMainWHS Main General Warehouse","0.0.0","102323","22-10-2032","3000","EA","4800","0.06640"
"","605086","KDH KCH Dubai Hospital Inventory Organization","MC21002","SPECIMEN BAG[4MED[NO REF#[BX/1000[","DHHMainWHS Main General Warehouse","0.0.0","23052025","03-04-2030","1800","EA","0","0.06640"
"","602702","KDH KCH Dubai Hospital Inventory Organization","MC21013","ULTRASOUND PROBE COVER STERILE 100'S[4MED[NO REF#[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","NONE","01-01-3000","100","EA","0","0.40000"
"","605088","KDH KCH Dubai Hospital Inventory Organization","MC21013","ULTRASOUND PROBE COVER STERILE 100'S[4MED[NO REF#[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","23052025","18-05-2028","100","EA","100","0.40000"
"","600272","KDH KCH Dubai Hospital Inventory Organization","MC21109","ANAESTHETIC FACE MASK SIZE 2 - PAEDIATRIC (35'S BOX)[INTR[1513000[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","331261","31-07-2026","19","EA","26","8.00000"
"","595331","KDH KCH Dubai Hospital Inventory Organization","MC21111","BVM RESUSCITATOR W/ PRESSURE VALVE 550ML BAG PAEDIATRIC SIZE 3 (5'S BOX)[INTR[7151000[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","331242","30-06-2028","1","EA","4","95.00026"
"","600282","KDH KCH Dubai Hospital Inventory Organization","MC21157","ANAESTHETIC FACE MASK SIZE 1 - INFANT[INTR[1512000[BX/40[","DHHMainWHS Main General Warehouse","0.0.0","333125","30-11-2028","16","EA","12","8.00653"
"","602708","KDH KCH Dubai Hospital Inventory Organization","MC21157","ANAESTHETIC FACE MASK SIZE 1 - INFANT[INTR[1512000[BX/40[","DHHMainWHS Main General Warehouse","0.0.0","3203999","31-05-2025","7","EA","0","8.00653"
"","612318","KDH KCH Dubai Hospital Inventory Organization","MC21157","ANAESTHETIC FACE MASK SIZE 1 - INFANT[INTR[1512000[BX/40[","DHHMainWHS Main General Warehouse","0.0.0","KCHKM1304","11-01-2026","3","EA","0","8.00653"
"","595344","KDH KCH Dubai Hospital Inventory Organization","MC21157","ANAESTHETIC FACE MASK SIZE 1 - INFANT[INTR[1512000[BX/40[","DHHMainWHS Main General Warehouse","0.0.0","KCH320399","01-05-2025","2","EA","0","8.00653"
"","607544","KDH KCH Dubai Hospital Inventory Organization","MC21193","DEAD BODY / CADAVER BAG INFANT[PRCY[55-7100[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH01022024","24-01-2026","6","EA","6","40.00000"
"","602707","KDH KCH Dubai Hospital Inventory Organization","MC21221","NEONATAL PICC PLACEMENT CONS 20'S[VYGO[80.199.519[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","070425VW","16-07-2027","9","EA","9","168.00000"
"","609923","KDH KCH Dubai Hospital Inventory Organization","MC21295","POSITIONER HEEL PROTECTOR PAD - PAIR PACK(36 PAIRS/CARTON)[MEDL[NON081440[PR/1[","DHHMainWHS Main General Warehouse","0.0.0","240808","31-05-2029","10","EA","10","17.50000"
"","605095","KDH KCH Dubai Hospital Inventory Organization","MC21352","DISPOSABLE BIOPSY PUNCH 4MM 20'S[KAIM[BP-40F[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","15062025","31-08-2028","20","EA","0","9.50000"
"","595347","KDH KCH Dubai Hospital Inventory Organization","MC21352","DISPOSABLE BIOPSY PUNCH 4MM 20'S[KAIM[BP-40F[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","25A32","01-01-2030","20","EA","20","9.50000"
"","607550","KDH KCH Dubai Hospital Inventory Organization","MC21354","DISPOSABLE BIOPSY PUNCH 6MM 20'S[KAIM[BP-60F[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","22H84","31-08-2027","16","EA","15","9.50000"
"","605083","KDH KCH Dubai Hospital Inventory Organization","MC21460","OR SCISSORS SHARP BLUE STRAIGHT 5.5 INCH STERILE 50'S[MEDL[DYND04027[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","22IBT585","01-01-2030","10","EA","0","10.20000"
"","597761","KDH KCH Dubai Hospital Inventory Organization","MC21460","OR SCISSORS SHARP BLUE STRAIGHT 5.5 INCH STERILE 50'S[MEDL[DYND04027[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","23GBT871","30-06-2029","5","EA","15","10.20000"
"","600267","KDH KCH Dubai Hospital Inventory Organization","MC21586","SHARPSAFETY SHARPS CONTAINER  PHLEBOTOMY 1 QT YELLOW[CDNL[8906[BX/100[","DHHMainWHS Main General Warehouse","0.0.0","17012025","31-05-2029","39","EA","39","5.50000"
"","597758","KDH KCH Dubai Hospital Inventory Organization","MC21768","FALL PREVENTION PATIENT SLIPPERS YELLOW CHILD (48'S BOX)[MEDL[MDTPS4B01FPY[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH030032022","31-12-2029","8","EA","27","3.81091"
"","605080","KDH KCH Dubai Hospital Inventory Organization","MC21769","FALL PREVENTION PATIENT SLIPPERS YELLOW MEDIUM (48'S BOX)[MEDL[MDTPS4B03FPY[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCHAZQ23A0001","13-06-2028","104","EA","78","3.95000"
"","602698","KDH KCH Dubai Hospital Inventory Organization","MC21770","FALL PREVENTION PATIENT SLIPPERS YELLOW LARGE (48'S BOX)[MEDL[MDTPS4B04FPY[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","01924110007","01-07-2030","56","EA","48","4.45000"
"","609915","KDH KCH Dubai Hospital Inventory Organization","MC21771","FALL PREVENTION PATIENT SLIPPERS YELLOW XL (48'S BOX)[MEDL[MDTPS4B05FPY[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","P23B","01-01-3000","28","EA","28","4.65000"
"","600281","KDH KCH Dubai Hospital Inventory Organization","MC21838","BARRIER FILM NO STING CAVILON 28ML SPRAY[3M[3346E[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","2410262","18-07-2027","23","EA","19","41.99844"
"","597754","KDH KCH Dubai Hospital Inventory Organization","MC21913","STOCKINETTE COTTON ORTHOPAEDIC 3  X 25 YDS[3M[MS03[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","224237","23-08-2029","1","EA","1","170.00000"
"","595326","KDH KCH Dubai Hospital Inventory Organization","MC21915","STOCKINETTE COTTON ORTHOPAEDIC 6  X 25 YDS[3M[MS06[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","224139","17-05-2029","1","EA","1","189.95873"
"","600266","KDH KCH Dubai Hospital Inventory Organization","MC21918","TED STOCKING ANTI EMBOLISM KNEE LENGTH LARGE REGULAR[COVI[7203[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","2420100179","06-07-2029","24","EA","24","17.00000"
"","597755","KDH KCH Dubai Hospital Inventory Organization","MC21920","TED STOCKING ANTI EMBOLISM KNEE LENGTH MEDIUM REGULAR[COVI[7115[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","2407500114","05-03-2029","18","EA","18","17.00000"
"","612308","KDH KCH Dubai Hospital Inventory Organization","MC21922","TED STOCKING ANTI EMBOLISM KNEE LENGTH SMALL REGULAR[COVI[7071[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","KCH2311000103","01-04-2028","38","EA","46","17.00000"
"","597757","KDH KCH Dubai Hospital Inventory Organization","MC21922","TED STOCKING ANTI EMBOLISM KNEE LENGTH SMALL REGULAR[COVI[7071[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","KCH210990083","18-10-2025","8","EA","0","17.00000"
"","612307","KDH KCH Dubai Hospital Inventory Organization","MC21926","TED STOCKING ANTI EMBOLISM KNEE LENGTH XX-LARGE REGULAR[COVI[7470LF[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","2413700187","18-04-2029","36","EA","36","17.00273"
"","609914","KDH KCH Dubai Hospital Inventory Organization","MC21928","TED STOCKING ANTI EMBOLISM KNEE LENGTH XXX-LARGE REGULAR[COVI[7472LF[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","2323500123","19-07-2028","23","EA","35","20.00000"
"","602696","KDH KCH Dubai Hospital Inventory Organization","MC21928","TED STOCKING ANTI EMBOLISM KNEE LENGTH XXX-LARGE REGULAR[COVI[7472LF[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","KCH2323500123","19-07-2028","12","EA","0","20.00000"
"","609928","KDH KCH Dubai Hospital Inventory Organization","MC22015","OXYGEN BUBBLE TUBE 4-8MM X 50 METERS[INTR[1170000[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH302388","30-04-2025","1","EA","2","70.00000"
"","612326","KDH KCH Dubai Hospital Inventory Organization","MC22353","ORAL CARE SUCTION SWAB CONS (50'S BOX)[SMD[1050[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","20240409","28-02-2026","40","EA","50","8.50000"
"","602715","KDH KCH Dubai Hospital Inventory Organization","MC22374","TRACH VENT - HEAT AND MOISTURE EXCHANGE FOR ADULT AND CHILDREN FOR TIDAL VOLUME (TV)>50 ML STERILE[TLFX[41111[BX/50[","DHHMainWHS Main General Warehouse","0.0.0","40H24H0062","31-07-2026","100","EA","100","6.00000"
"","605082","KDH KCH Dubai Hospital Inventory Organization","MC22403","MEPILEX BORDER SACRUM 16 X 20CM[MOLN[282050[BX/5[","DHHMainWHS Main General Warehouse","0.0.0","KCH23263440","28-05-2026","2","EA","2","85.00000"
"","605092","KDH KCH Dubai Hospital Inventory Organization","MC22493","FALL PREVENTION PATIENT SLIPPERS YELLOW 2XL[MEDL[MDTPS4B06FPY[BX/48[","DHHMainWHS Main General Warehouse","0.0.0","99424090005","30-04-2029","30","EA","30","5.00000"
"","609930","KDH KCH Dubai Hospital Inventory Organization","MC23282","SHARPS CONTAINER WALL MOUNT 5 QUARTS YELLOW[SAFE[SCW5QT[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","A118102404","31-10-2029","36","EA","36","6.50000"
"","612321","KDH KCH Dubai Hospital Inventory Organization","MC23416","BARRIER ADHESIVE APERTURE DRAPE CENTERED 75 X 90 CM[MOLN[906542[BX/40[","DHHMainWHS Main General Warehouse","0.0.0","24409910","28-09-2029","30","EA","20","5.76997"
"","602710","KDH KCH Dubai Hospital Inventory Organization","MC23447","ARROW EZ-IO NEEDLE + STABILIZER CONS 15MM PINK 5'S[TLFX[9018P[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH68244384","28-02-2027","3","EA","0","570.00000"
"","595341","KDH KCH Dubai Hospital Inventory Organization","MC23712","BD REGULAR BEVEL NEEDLES 25G X 1.5 INCH[BECT[305127[BX/100[","DHHMainWHS Main General Warehouse","0.0.0","0363729","31-01-2026","200","EA","200","0.14983"
"","605089","KDH KCH Dubai Hospital Inventory Organization","MC23864","MICROFOAM ELASTIC FOAM SURGICAL TAPE 5CM X 5M[3M[1528-2[BX/6[","DHHMainWHS Main General Warehouse","0.0.0","KCH33AH6L","20-09-2025","18","EA","18","23.33000"
"","602699","KDH KCH Dubai Hospital Inventory Organization","MC23866","MICROPORE SURGICAL TAPE TAN 1.25CM X 9.14M (1/2 INCH)[3M[1533-0[BX/24[","DHHMainWHS Main General Warehouse","0.0.0","KCH33T5LF","18-09-2028","24","EA","0","1.65000"
"","600275","KDH KCH Dubai Hospital Inventory Organization","MC23866","MICROPORE SURGICAL TAPE TAN 1.25CM X 9.14M (1/2 INCH)[3M[1533-0[BX/24[","DHHMainWHS Main General Warehouse","0.0.0","33T5LF","18-09-2028","24","EA","48","1.65000"
"","600276","KDH KCH Dubai Hospital Inventory Organization","MC23868","MICROPORE SURGICAL TAPE TAN 5CM X 9.14M (2 INCH)[3M[1533-2[BX/6[","DHHMainWHS Main General Warehouse","0.0.0","33Y3A3","13-06-2029","18","EA","18","8.14727"
"","609917","KDH KCH Dubai Hospital Inventory Organization","MC23869","MICROPORE SURGICAL TAPE STANDARD 7CM X 9.14M (3 INCH)[3M[1530-3[BX/4[","DHHMainWHS Main General Warehouse","0.0.0","SA20240102","14-07-2027","1","EA","1","12.22119"
"","609921","KDH KCH Dubai Hospital Inventory Organization","MC23877","DURAPORE SILK SURGICAL TAPE 9.1 M X 1.25 CM[3M[1538-0[BX/24[","DHHMainWHS Main General Warehouse","0.0.0","SA20240029","19-03-2027","5","EA","0","3.66653"
"","595338","KDH KCH Dubai Hospital Inventory Organization","MC23877","DURAPORE SILK SURGICAL TAPE 9.1 M X 1.25 CM[3M[1538-0[BX/24[","DHHMainWHS Main General Warehouse","0.0.0","SA20240051","30-04-2027","1","EA","4","3.66653"
"","612309","KDH KCH Dubai Hospital Inventory Organization","MC23880","DURAPORE SILK SURGICAL TAPE 9.1 M X 7.6 CM[3M[1538-3[BX/4[","DHHMainWHS Main General Warehouse","0.0.0","SA20250043","14-04-2028","8","EA","8","21.99999"
"","597766","KDH KCH Dubai Hospital Inventory Organization","MC23925","EARTIP MUSHROOM  13MM GREEN-[100'S BOX][SANIBEL[8012978[PC/100[","DHHMainWHS Main General Warehouse","0.0.0","KCH257756","30-06-2028","500","EA","500","1.90000"
"","605094","KDH KCH Dubai Hospital Inventory Organization","MC24210","OXYGEN TUBE 2.1M[INTR[1174003[BX/100[","DHHMainWHS Main General Warehouse","0.0.0","KCH7211086","31-10-2026","3","EA","12","9.70726"
"","595350","KDH KCH Dubai Hospital Inventory Organization","MC24284","CLINELL SPORICIDAL WIPES 25'S 21X30CM[GAMA[CS25[PK/1[","DHHMainWHS Main General Warehouse","0.0.0","SA4021823A","03-05-2025","3","EA","4","25.00000"
"","600306","KDH KCH Dubai Hospital Inventory Organization","MC24310","COMPRESSION GARMENT 2 SPLIT PANELS 12  WIDE-SMALL/MEDIUM[ISAV[AB04/SML-MED[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH31102022","01-10-2026","2","EA","2","252.00000"
"","597778","KDH KCH Dubai Hospital Inventory Organization","MC24363","ADAPTIC DIGIT NON-ADHERENT DRESSING SMALL 2CM[SYSX[MAD003[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","2304V002","31-12-2025","16","EA","0","16.10000"
"","605102","KDH KCH Dubai Hospital Inventory Organization","MC24363","ADAPTIC DIGIT NON-ADHERENT DRESSING SMALL 2CM[SYSX[MAD003[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH2250V002","30-11-2025","10","EA","26","16.10000"
"","595359","KDH KCH Dubai Hospital Inventory Organization","MC24364","ADAPTIC DIGIT NON-ADHERENT DRESSING MEDIUM 2.4CM[SYSX[MAD013[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","2405V002","31-12-2026","8","EA","0","17.50000"
"","602719","KDH KCH Dubai Hospital Inventory Organization","MC24364","ADAPTIC DIGIT NON-ADHERENT DRESSING MEDIUM 2.4CM[SYSX[MAD013[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","2422V002","30-04-2027","7","EA","15","17.50000"
"","600296","KDH KCH Dubai Hospital Inventory Organization","MC24365","ADAPTIC DIGIT NON-ADHERENT DRESSING LARGE 2.8CM[SYSX[MAD023[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","2426V002","31-05-2027","11","EA","13","18.50000"
"","595357","KDH KCH Dubai Hospital Inventory Organization","MC24389","CERVICAL COLLAR XSMALL[RHNO[27400[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH99138","06-02-2026","3","EA","3","44.07000"
"","612330","KDH KCH Dubai Hospital Inventory Organization","MC24391","CLAVICLE STRAP MEDIUM[RHNO[27172[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH15072023","02-07-2027","1","EA","0","57.35000"
"","600295","KDH KCH Dubai Hospital Inventory Organization","MC24394","COFLEX LF2 LATEX-FREE FOAM BANDAGE COLORPACK 2 INCH (36'S BOX)[ANDO[9200CP[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","10009523498","30-04-2026","25","EA","0","9.50000"
"","602718","KDH KCH Dubai Hospital Inventory Organization","MC24394","COFLEX LF2 LATEX-FREE FOAM BANDAGE COLORPACK 2 INCH (36'S BOX)[ANDO[9200CP[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","100009523498","30-04-2026","6","EA","31","9.50000"
"","595356","KDH KCH Dubai Hospital Inventory Organization","MC24395","COFLEX LF2 LATEX-FREE FOAM BANDAGE COLORPACK 3 INCH (24'S BOX)[ANDO[9300CP[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","10009264535","30-11-2025","19","EA","19","10.73665"
"","605100","KDH KCH Dubai Hospital Inventory Organization","MC24396","COFLEX NL KIDS PACK 2 INCH BANDAGE (36'S BOX)[ANDO[5200KP[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","10009253529","30-11-2025","30","EA","27","9.00000"
"","609934","KDH KCH Dubai Hospital Inventory Organization","MC24397","COFLEX NL KIDS PACK 3 INCH BANDAGE (24S BOX)[ANDO[5300KP[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","10009439023","27-02-2026","9","EA","7","12.00000"
"","609935","KDH KCH Dubai Hospital Inventory Organization","MC24455","OVAL-8 FINGER SPLINT CONS OVAL RING STYLE TRANSPARENT ASSORTED [PATT[927279[BX/44[","DHHMainWHS Main General Warehouse","0.0.0","23102024","31-05-2028","44","EA","44","31.81818"
"","595358","KDH KCH Dubai Hospital Inventory Organization","MC24522","UNDERCAST PADDING CELLONA 10CM X 2.7M[LO&R[34588/92842[BX/48[ ","DHHMainWHS Main General Warehouse","0.0.0","440151687","30-08-2029","28","EA","28","2.12620"
"","595355","KDH KCH Dubai Hospital Inventory Organization","MC24523","UNDERCAST PADDING CELLONA 15CM X 2.7M[LO&R[34589 / 92843[BX/36[ ","DHHMainWHS Main General Warehouse","0.0.0","435558415","30-07-2029","36","EA","57","3.15000"
"","605098","KDH KCH Dubai Hospital Inventory Organization","MC24523","UNDERCAST PADDING CELLONA 15CM X 2.7M[LO&R[34589 / 92843[BX/36[ ","DHHMainWHS Main General Warehouse","0.0.0","2224355990","15-05-2027","19","EA","0","3.15000"
"","597776","KDH KCH Dubai Hospital Inventory Organization","MC24523","UNDERCAST PADDING CELLONA 15CM X 2.7M[LO&R[34589 / 92843[BX/36[ ","DHHMainWHS Main General Warehouse","0.0.0","222625599","28-05-2027","12","EA","0","3.15000"
"","605099","KDH KCH Dubai Hospital Inventory Organization","MC24524","UNDERCAST PADDING CELLONA 5CM X 2.7M[LO&R[34585[BX/96[ ","DHHMainWHS Main General Warehouse","0.0.0","KCH2221356006","30-04-2027","22","EA","0","1.28000"
"","607553","KDH KCH Dubai Hospital Inventory Organization","MC24524","UNDERCAST PADDING CELLONA 5CM X 2.7M[LO&R[34585[BX/96[ ","DHHMainWHS Main General Warehouse","0.0.0","223215855","08-07-2027","20","EA","0","1.28000"
"","609933","KDH KCH Dubai Hospital Inventory Organization","MC24524","UNDERCAST PADDING CELLONA 5CM X 2.7M[LO&R[34585[BX/96[ ","DHHMainWHS Main General Warehouse","0.0.0","2221356006","25-04-2027","15","EA","57","1.28000"
"","597777","KDH KCH Dubai Hospital Inventory Organization","MC24525","UNDERCAST PADDING CELLONA 7.5CM X 2.7M[LO&R[92841[BX/72[ ","DHHMainWHS Main General Warehouse","0.0.0","2225155864","20-05-2027","41","EA","41","1.69248"
"","605101","KDH KCH Dubai Hospital Inventory Organization","MC24545","AIRCAST XP WALKER SMALL[DJOG[01P-S[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","NOLOT02042025","01-01-3000","3","EA","3","550.00000"
"","612334","KDH KCH Dubai Hospital Inventory Organization","MC24546","AIRCAST XP WALKER XLARGE[DJOG[01EP-XL[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","10122024","30-04-2030","1","EA","2","550.00000"
"","607556","KDH KCH Dubai Hospital Inventory Organization","MC24546","AIRCAST XP WALKER XLARGE[DJOG[01EP-XL[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","15012025","03-05-2029","1","EA","0","550.00000"
"","602723","KDH KCH Dubai Hospital Inventory Organization","MC25122","SHARP BIN CONTAINER 23L[SAFE[600623[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","LCS23L","01-01-3000","19","EA","16","20.00000"
"","602735","KDH KCH Dubai Hospital Inventory Organization","MC25137","JELONET - PARAFFIN GAUZE DRESSINGS STERILE 10CM X 10CM[SM&N[7409[PK/100[","DHHMainWHS Main General Warehouse","0.0.0","202450","01-12-2029","60","EA","60","2.30000"
"","597793","KDH KCH Dubai Hospital Inventory Organization","MC25138","JELONET - PARAFFIN GAUZE DRESSINGS STERILE 10CM X 40CM[SM&N[7459[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","202409","02-01-2029","15","EA","0","6.50000"
"","595374","KDH KCH Dubai Hospital Inventory Organization","MC25138","JELONET - PARAFFIN GAUZE DRESSINGS STERILE 10CM X 40CM[SM&N[7459[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH202403","01-01-2029","3","EA","18","6.50000"
"","597785","KDH KCH Dubai Hospital Inventory Organization","MC25159","STERI-STRIP REINFORCED ADHESIVE SKIN CLOSURES 3MM X 75MM[3M[R1540[BX/50[","DHHMainWHS Main General Warehouse","0.0.0","KCH33MEEDY","24-10-2027","31","EA","31","2.50002"
"","605104","KDH KCH Dubai Hospital Inventory Organization","MC25213","FLEXIPORT BLOOD PRESSURE CUFF REUSABLE LARGE ADULT LONG 32-43 CM[WLCH[REUSE-12L[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH030032022","31-12-2029","2","EA","2","165.00000"
"","600299","KDH KCH Dubai Hospital Inventory Organization","MC25217","MICROPORE SURGICAL TAPE STANDARD 2.5CM X 9.14M (1 INCH)[3M[1530-1[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","SA20240133","10-10-2027","12","EA","0","4.08179"
"","597783","KDH KCH Dubai Hospital Inventory Organization","MC25217","MICROPORE SURGICAL TAPE STANDARD 2.5CM X 9.14M (1 INCH)[3M[1530-1[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","107571799","17-10-2027","12","EA","22","4.08179"
"","609942","KDH KCH Dubai Hospital Inventory Organization","MC25227","ID BAND CHILD PINK 100'S[4MED[NO REF#[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH99167","07-03-2026","200","EA","200","0.22000"
"","612347","KDH KCH Dubai Hospital Inventory Organization","MC25250","COMPRESSION GARMENT CHIN STRAP W/ NECK SUPPORT-LARGE[ISAV[FA02/LRG[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH16052021","31-07-2025","2","EA","0","252.00000"
"","612340","KDH KCH Dubai Hospital Inventory Organization","MC25274","SOLUS STANDARD LARYNGEAL MASK AIRWAY SIZE 1 - NEONATE[INTR[8001000[BX/20[","DHHMainWHS Main General Warehouse","0.0.0","KCH32014340","30-11-2025","5","EA","5","39.60000"
"","605105","KDH KCH Dubai Hospital Inventory Organization","MC25277","AIRWAY ADAPTER YG-111T[NIHO[R804[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","404231BD","31-03-2027","10","EA","10","40.00000"
"","605106","KDH KCH Dubai Hospital Inventory Organization","MC25281","ARGYLE YANKAUER PAEDIATRIC 16FR[COVI[1180113001[BX/100[","DHHMainWHS Main General Warehouse","0.0.0","24I043FHX","06-09-2029","20","EA","20","3.49439"
"","609945","KDH KCH Dubai Hospital Inventory Organization","MC25282","POCKET RESUSCITATION MASK W/ O2 CONNECTOR  HEADSTRAP  FILTER & CASE[INTR[1158[BX/16[","DHHMainWHS Main General Warehouse","0.0.0","341172","31-05-2029","4","EA","4","28.00000"
"","607572","KDH KCH Dubai Hospital Inventory Organization","MC25332","ANAESTHETIC FACE MASK SIZE 0 - NEONATE[INTR[1511000[BX/50[","DHHMainWHS Main General Warehouse","0.0.0","KCH321194","30-06-2025","18","EA","0","8.00000"
"","595380","KDH KCH Dubai Hospital Inventory Organization","MC25332","ANAESTHETIC FACE MASK SIZE 0 - NEONATE[INTR[1511000[BX/50[","DHHMainWHS Main General Warehouse","0.0.0","321292","30-09-2025","16","EA","17","8.00000"
"","609949","KDH KCH Dubai Hospital Inventory Organization","MC25338","2-0 VICRYL RAPIDE UNDYED 75CM M3[ETHI[W9933[BX/12[","DHHMainWHS Main General Warehouse","0.0.0","AV7096","30-06-2029","12","EA","12","36.81060"
